"id","station_code","station_location","created_at","updated_at","deleted_at"
593,NRO,"New Rochelle, NY",,,
594,NYP,"New York - Penn Station, NY",,,
595,NRK,"Newark, DE",,,
596,EWR,"Newark - International Airport, NJ",,,
597,NWK,"Newark, NJ",,,
598,NBN,"Newbern, TN",,,
599,NBT,"Newburyport - Bus Stop, MA",,,
600,NPO,"Newport, OR",,,
601,NPN,"Newport News, VA",,,
602,NEW,"Newton, KS",,,
603,NFL,"Niagara Falls, NY",,,
604,NFS,"Niagara Falls, ON",,,
605,NLS,"Niles, MI",,,
606,NFK,"Norfolk, VA",,,
607,NOR,"Norman, OK",,,
608,NCW,"North Conway - Bus Stop, NH",,,
609,PHN,"North Philadelphia, PA",,,
610,NHT,"Northampton, MA",,,
611,PSN,"North Palm Springs, CA",,,
612,NHL,"Newhall, CA",,,
613,OAH,"Oakhurst - Bus Stop, CA",,,
614,OAC,"Oakland - Coliseum Airport, CA",,,
615,OKJ,"Oakland - Jack London Sq, CA",,,
616,OKL,"Oakville, ON",,,
617,OCA,"Ocala, FL",,,
618,OCM,"Ocean City, MD",,,
619,OSD,"Oceanside, CA",,,
620,OCO,"Oconto - Bus Stop, WI",,,
621,OGD,"Ogden, UT",,,
622,OGW,"Okanagan, WA",,,
623,OKE,"Okeechobee, FL",,,
624,OKC,"Oklahoma City, OK",,,
625,ORB,"Old Orchard Beach, ME ",,,
626,OSB,"Old Saybrook, CT",,,
627,OLW,"Olympia-Lacey, WA",,,
628,OMA,"Omaha, NE",,,
629,OMW,"Omak, WA",,,
630,ONA,"Ontario, CA",,,
631,ONT,"Ontario, OR",,,
632,ORC,"Oregon City, OR",,,
633,ORL,"Orlando, FL",,,
634,ORO,"Orono, ME",,,
635,ORV,"Oroville, CA",,,
636,OSC,"Osceola, IA",,,
637,OSH,"Oshkosh, WI",,,
638,OSU,"Oshkosh - Univ. of WI Bus Stop, WI",,,
639,OTM,"Ottumwa, IA",,,
640,OWO,"Owosso - Bus Stop, MI",,,
641,OXN,"Oxnard, CA",,,
642,OLT,"Old Town, CA",,,
643,ACA,"Pittsburg, CA",,,
644,DBP,"Pleasanton, CA",,,
645,PAD,"Paducah - Bus Station, KY",,,
646,PAK,"Palatka, FL",,,
647,PDC,"Palm Desert - Bus Stop, CA",,,
648,PSN,"Palm Springs - North, CA",,,
649,PSP,"Palm Springs - Airport Bus Stop, CA",,,
650,PSS,"Palm Springs - Downtown Bus Stop, CA",,,
651,PMD,"Palmdale, CA",,,
652,PAO,"Paoli, PA",,,
653,PAR,"Parkesburg, PA",,,
654,PAS,"Pasadena, CA",,,
655,PSC,"Pasco, WA",,,
656,PRB,"Paso Robles, CA",,,
657,PTE,"Pateros, WA",,,
658,PVL,"Pauls Valley, OK",,,
659,PST,"Pellston, MI",,,
660,PBT,"Pemberton, BC",,,
661,PEN,"Pendleton, OR",,,
662,PNK,"Pennsauken - NJ Transit Service, NJ",,,
663,PIA,"Peoria - Bus Station, IL",,,
664,PIU,"Peoria - Bradley University Bus Stop, IL",,,
665,PRI,"Perris, CA",,,
666,PTC,"Petaluma, CA",,,
667,PTB,"Petersburg, VA",,,
668,PSK,"Petoskey, MI",,,
669,PHL,"Philadelphia - 30th Street Station, PA",,,
670,PHA,"Phoenix - Sky Harbor Airport, AZ",,,
671,PHG,"Phoenix - Greyhound Station, AZ",,,
672,PXN,"Phoenix - Metro Center, AZ",,,
673,PIC,"Picayune, MS",,,
674,PJT,"Pine - Pine Junction Bus Stop, CO",,,
675,PGH,"Pittsburgh, PA",,,
676,PIT,"Pittsfield, MA",,,
677,PCV,"Placerville, CA",,,
678,PLO,"Plano, IL",,,
679,PLB,"Plattsburgh, NY",,,
680,PLS,"Pleasanton - ACE Station, CA",,,
681,PMO,"Plymouth, NH",,,
682,POS,"Pomona, CA",,,
683,PSG,"Poncha Springs - Bus Stop, CO",,,
684,PON,"Pontiac, IL",,,
685,PNT,"Pontiac, MI",,,
686,PBF,"Poplar Bluff, MO",,,
687,PCH,"Port Charlotte, FL",,,
688,POH,"Port Henry, NY",,,
689,PTH,"Port Huron, MI",,,
690,PRK,"Port Kent, NY",,,
691,POG,"Portage, WI",,,
692,POR,"Portland, ME",,,
693,PDG,"Portland - Greyhound Bus Station, OR",,,
694,PDX,"Portland - Union Station, OR",,,
695,PTS,"Portsmouth - Bus Stop, NH",,,
696,POU,"Poughkeepsie, NY",,,
697,PVW,"Prairie View - Bus Stop, TX",,,
698,PRC,"Prince, WV",,,
699,PCT,"Princeton, IL",,,
700,PJC,"Princeton Junction, NJ",,,
701,PVD,"Providence, RI",,,
702,PRO,"Provo, UT",,,
703,PDL,"Prunedale - Salinas Bus Stop, CA",,,
704,PUB,"Pueblo, CO",,,
705,PUL,"Pullman, WA",,,
706,PUR,"Purcell, OK",,,
707,STP,"Pinellas Park, FL",,,
708,QAN,"Quantico, VA",,,
709,QCY,"Quincy, IL",,,
710,QUC,"Quincy, WA",,,
711,ALB,"Rensselaer, NY",,,
712,CDN,"Rockport, ME",,,
713,RGH,"Raleigh, NC",,,
714,RPH,"Randolph, VT",,,
715,RTL,"Rantoul, IL",,,
716,RAT,"Raton, NM",,,
717,RWY,"Rawlins - Bus Stop, WY",,,
718,RBF,"Red Bluff, CA",,,
719,RDW,"Red Wing, MN",,,
720,RDD,"Redding, CA",,,
721,RDR,"Redding - RABA Bus Station, CA",,,
722,RDM,"Redmond - Airport, OR",,,
723,REE,"Reed City, MI",,,
724,RPT,"Reedsport, OR",,,
725,RNO,"Reno, NV",,,
726,REN,"Rensselaer, IN",,,
727,RHI,"Rhinecliff, NY",,,
728,RBC,"Richmond, BC",,,
729,RIC,"Richmond, CA",,,
730,RVM,"Richmond - Main Street Station, VA",,,
731,RVR,"Richmond - Staples Mill Rd, VA",,,
732,RDS,"Rio Dell-Scotia, CA",,,
733,RVT,"Rio Vista - Bus Stop, CA",,,
734,RTZ,"Ritzville, WA",,,
735,RIV,"Riverside, CA",,,
736,RNK,"Roanoke - Civic Center Bus Stop, VA",,,
737,ROC,"Rochester, NY",,,
738,RKI,"Rock Island - Bus Stop, IL",,,
739,RSY,"Rock Springs - Greyhound Bus Station, WY",,,
740,RCK,"Rockford, IL",,,
741,RKF,"Rockford, MI",,,
742,ROD,"Rockland, ME",,,
743,RLN,"Rocklin, CA",,,
744,RKV,"Rockville, MD",,,
745,RMT,"Rocky Mount, NC",,,
746,RPC,"Rohnert Park, CA",,,
747,ROM,"Rome, NY",,,
748,RSV,"Roseville, CA",,,
749,RSP,"Rouses Point, NY",,,
750,ROY,"Royal Oak, MI",,,
751,RUG,"Rugby, ND",,,
752,RUD,"Rutland, VT",,,
753,EUG,"Springfield, OR",,,
754,PDL,"Salinas-Prunedale, CA",,,
755,RDS,"Scotia, CA",,,
756,SAO,"Saco, ME",,,
757,SAC,"Sacramento, CA",,,
758,SCS,"Sacramento - State Capitol Bus Drop-Off, CA ",,,
759,SGW,"Saginaw - Bus Stop, MI",,,
760,SLM,"Salem, OR",,,
761,SLD,"Salida - Bus Stop, CO",,,
762,SNR,"Salinas - MST Transit Center, CA",,,
763,SNS,"Salinas, CA",,,
764,SLS,"Salisbury - BayRunner Shuttle, MD",,,
765,SLY,"Salisbury - Greyhound Bus Station, MD",,,
766,SAL,"Salisbury, NC",,,
767,SLB,"Salt Lake City - Greyhound Bus Station, UT",,,
768,SLC,"Salt Lake City, UT",,,
769,SAS,"San Antonio, TX",,,
770,SNB,"San Bernardino, CA",,,
771,SNP,"San Clemente, CA",,,
772,OLT,"San Diego - Old Town, CA",,,
773,SAN,"San Diego, CA",,,
774,SRB,"San Diego - Sorrento Valley, CA",,,
775,SFC,"San Francisco - Transbay Temp Terminal, CA",,,
776,SFF,"San Francisco - Financial District, CA",,,
777,SFM,"San Francisco - Moscone Center, CA",,,
778,SFP,"San Francisco - Caltrain Station, CA",,,
779,SFS,"San Francisco - Shopping Center, CA",,,
780,SFV,"San Francisco - Civic Center, CA",,,
781,SFW,"San Francisco - Fisherman's Wharf, CA ",,,
782,SJC,"San Jose, CA",,,
783,SNC,"San Juan Capistrano, CA",,,
784,SLO,"San Luis Obispo, CA",,,
785,SLP,"San Luis Obispo - Cal Poly, CA",,,
786,SMC,"San Marcos, TX",,,
787,SPD,"San Pedro, CA",,,
788,SPO,"San Pedro - Bus Stop, CA",,,
789,SND,"Sanderson, TX",,,
790,SPT,"Sandpoint, ID",,,
791,SKY,"Sandusky, OH",,,
792,SFA,"Sanford - Auto Train Only, FL ",,,
793,SNA,"Santa Ana, CA",,,
794,SBA,"Santa Barbara, CA",,,
795,GAC,"Santa Clara - Great America, CA",,,
796,SCC,"Santa Clara, CA",,,
797,NHL,"Santa Clarita - Newhall, CA",,,
798,SCZ,"Santa Cruz, CA",,,
799,SAF,"Santa Fe, NM",,,
800,SAT,"Santa Maria, CA",,,
801,SAP,"Santa Paula, CA",,,
802,SRC,"Santa Rosa, CA",,,
803,SRA,"Sarasota, FL",,,
804,SAR,"Saratoga Springs, NY",,,
805,SMI,"Sault Sainte Marie - Bus Stop, MI",,,
806,SAV,"Savannah, GA",,,
807,SDY,"Schenectady, NY",,,
808,SCH,"Schriever, LA",,,
809,SVY,"Scotts Valley, CA",,,
810,SRN,"Scranton - Bus Station, PA",,,
811,SRT,"Searsport, ME",,,
812,SES,"Seaside, CA",,,
813,SSD,"Seaside, OR",,,
814,SEA,"Seattle - King Street Station, WA",,,
815,SVF,"Seattle - Ferry Pier 69, WA",,,
816,SBG,"Sebring, FL",,,
817,SED,"Sedalia, MO",,,
818,SDC,"Sedona - Sedona Ctr Uptown Bus Stop, AZ",,,
819,SLA,"Selma - Bus Station, AL",,,
820,SSM,"Selma-Smithfield, NC",,,
821,SSM,"Smithfield, NC",,,
822,SHW,"Shawano - Bus Stop, WI",,,
823,SHB,"Sheboygan - Bus Stop, WI",,,
824,SBY,"Shelby, MT",,,
825,SHG,"Shreveport - Bus Station, LA",,,
826,SHR,"Shreveport - Airport Bus Stop, LA",,,
827,SIY,"Sidney - Bus Stop, MT",,,
828,SIM,"Simi Valley, CA",,,
829,STO,"Sisters - Bus Stop, OR",,,
830,SKE,"Skykomish - Bus Stop (Eastbound), WA",,,
831,SKW,"Skykomish - Bus Stop (Westbound), WA",,,
832,SDL,"Slidell, LA",,,
833,SMR,"Smith River - Bus Stop, CA",,,
834,SOL,"Solana Beach, CA",,,
835,SLV,"Solvang, CA",,,
836,BET,"South Beloit, IL",,,
837,SOB,"South Bend, IN",,,
838,SLT,"South Lake Tahoe, CA",,,
839,SPM,"South Portsmouth, KY",,,
840,SPM,"South Shore, KY",,,
841,SOP,"Southern Pines, NC",,,
842,SPX,"Sparks - Bus Station, NV",,,
843,SPB,"Spartanburg, SC",,,
844,SPK,"Spokane, WA",,,
845,SPI,"Springfield, IL",,,
846,SPG,"Springfield, MA",,,
847,SQA,"Squamish, BC",,,
848,SAB,"St. Albans, VT",,,
849,SCA,"St. Catharines, ON",,,
850,SCD,"St. Cloud, MN",,,
851,STG,"St. George, UT",,,
852,STI,"St. Ignace, MI",,,
853,SJM,"St. Joseph, MI",,,
854,SLQ,"St. Lambert, QC",,,
855,STL,"St. Louis, MO",,,
856,MSP,"St. Paul - Minneapolis, MN",,,
857,STP,"St. Petersburg - Clearwater, FL",,,
858,STM,"Stamford, CT",,,
859,STN,"Stanley, ND",,,
860,SNY,"Stanley - Bus Stop, WI",,,
861,STW,"Stanwood, WA",,,
862,SPL,"Staples, MN",,,
863,SLH,"Stateline - Transit Center, CA",,,
864,SLN,"Stateline - Kingsbury Bus Stop, NV",,,
865,STA,"Staunton, VA",,,
866,SSW,"Stevens Pass, WA",,,
867,SVP,"Stevens Point - Bus Stop, WI",,,
868,SVU,"Stevens Point - Univ. of WI Bus Stop, WI",,,
869,SKN,"Stockton, CA",,,
870,SKT,"Stockton - ACE Station, CA",,,
871,SVT,"Sturtevant, WI",,,
872,SUI,"Suisun-Fairfield, CA",,,
873,SMT,"Summit, IL",,,
874,SUT,"Sun City - Bus Stop, CA",,,
875,SUN,"Sunriver, OR",,,
876,LPS,"Surf, CA",,,
877,SUY,"Surrey, BC",,,
878,SYR,"Syracuse, NY",,,
879,TAC,"Tacoma, WA",,,
880,TPA,"Tampa, FL",,,
881,TWC,"Tawas City - Bus Stop, MI",,,
882,TAY,"Taylor, TX",,,
883,TEH,"Tehachapi, CA",,,
884,TPL,"Temple, TX",,,
885,TXA,"Texarkana, AR",,,
886,THD,"The Dalles, OR",,,
887,THM,"Thomasville - Bus Stop, AL",,,
888,THN,"Thurmond, WV",,,
889,FTC,"Ticonderoga, NY",,,
890,TLT,"Tilton, NH",,,
891,TCA,"Toccoa, GA",,,
892,TOL,"Toledo, OH",,,
893,TDO,"Toledo, OR",,,
894,TOH,"Tomah, WI",,,
895,TOP,"Topeka, KS",,,
896,TCT,"Toronto - Bus Station, ON",,,
897,TWO,"Toronto - Union Station, ON",,,
898,TOA,"Torrance - Bus Stop, CA",,,
899,TRA,"Tracy - Bus Stop, CA",,,
900,TRC,"Tracy - ACE Station, CA",,,
901,TRV,"Traverse City, MI",,,
902,TRE,"Trenton, NJ",,,
903,TRI,"Trinidad, CO",,,
904,DAT,"Trotwood - Dayton - Bus Station, OH",,,
905,TRM,"Troy, MI",,,
906,TRU,"Truckee, CA",,,
907,TUS,"Tucson, AZ",,,
908,TUK,"Tukwila, WA",,,
909,TRK,"Turlock-Denair, CA",,,
910,TSY,"Tusayan, AZ",,,
911,TCL,"Tuscaloosa, AL",,,
912,TFI,"Twin Falls, ID",,,
913,TYL,"Tyler - Bus Station, TX",,,
914,TYR,"Tyrone, PA",,,
915,CHM,"Urbana, IL",,,
916,UKH,"Ukiah, CA",,,
917,UCA,"Utica, NY",,,
918,TVF,"Villages Bus Stop, FL",,,
919,VAI,"Vail, CO",,,
920,VAE,"Vale, OR",,,
921,VAL,"Vallejo - City Stop, CA",,,
922,VMW,"Vallejo - Marine World Bus Stop, CA",,,
923,VNC,"Van Nuys, CA",,,
924,VAC,"Vancouver - Pacific Central Station Canada, BC",,,
925,VAN,"Vancouver - USA, WA",,,
926,VEC,"Ventura, CA",,,
927,VKS,"Vicksburg - Bus Station, MS",,,
928,VBC,"Victoria, BC",,,
929,VIF,"Victoria - Harbour Ferry Pier, BC",,,
930,VRB,"Victorville - Bus Stop, CA",,,
931,VRV,"Victorville, CA",,,
932,VNA,"Vienna - Bus Stop, IL",,,
933,VAB,"Virginia Beach, VA",,,
934,VIS,"Visalia, CA",,,
935,BNG,"White Salmon, WA",,,
936,RTE,"Westwood - Route 128, MA",,,
937,HMI,"Whiting, IN",,,
938,WCX,"Waco - Bus Stop, TX",,,
939,WDO,"Waldo, FL",,,
940,WDR,"Waldoboro, ME",,,
941,WWA,"Walla Walla - Bus Stop, WA",,,
942,WFD,"Wallingford, CT",,,
943,WNR,"Walnut Ridge, AR",,,
944,WAR,"Warrensburg, MO",,,
945,WNT,"Warrenton, OR",,,
946,WAC,"Wasco, CA",,,
947,WAS,"Washington - Union Station, DC",,,
948,WAH,"Washington, MO",,,
949,WAB,"Waterbury-Stowe, VT",,,
950,WTI,"Waterloo, IN",,,
951,WAU,"Waupaca - Bus Stop, WI",,,
952,WPN,"Waupun - Bus Stop, WI",,,
953,WSJ,"Wausau - Transit Center, WI",,,
954,WSU,"Wausau - Bus Stop, WI",,,
955,WEM,"Wells, ME",,,
956,WEN,"Wenatchee, WA",,,
957,WGL,"West Glacier, MT",,,
958,WPB,"West Palm Beach, FL",,,
959,WEB,"Westbank - Bus Station, BC",,,
960,WCH,"Westchester - Bus Stop, CA",,,
961,WLY,"Westerly, RI",,,
962,WSF,"Westfield - Bus Stop, WI",,,
963,WSP,"Westport, NY",,,
964,WSL,"Whistler Village - Bus Stop, BC",,,
965,WCT,"White City, OR",,,
966,WHV,"White Haven - Bus Stop, PA",,,
967,WRJ,"White River Junction, VT",,,
968,WSS,"White Sulphur Springs, WV",,,
969,WFH,"Whitefish, MT",,,
970,WHL,"Whitehall, NY",,,
971,WWD,"Wildwood, FL",,,
972,WKB,"Wilkes-Barre - Bus Station, PA",,,
973,WMA,"Williams, AZ",,,
974,WMJ,"Williams Junction, AZ",,,
975,WBG,"Williamsburg, VA",,,
976,WTN,"Williston, ND",,,
977,WTS,"Willits, CA",,,
978,WIL,"Wilmington, DE",,,
979,WMN,"Wilmington - Bus Station, NC",,,
980,WLN,"Wilson, NC",,,
981,WND,"Windsor, CT",,,
982,WNO,"Windsor - Bus Station, ON",,,
983,WNM,"Windsor, VT",,,
984,WNL,"Windsor Locks, CT",,,
985,WNN,"Winnemucca, NV",,,
986,WIN,"Winona, MN",,,
987,WLO,"Winslow, AZ",,,
988,UWS,"Winston-Salem - State University, NC",,,
989,WNS,"Winston-Salem - City Transfer Ctr., NC",,,
990,WTH,"Winter Haven, FL",,,
991,WPK,"Winter Park, FL",,,
992,WST,"Wiscasset, ME",,,
993,WDL,"Wisconsin Dells, WI",,,
994,WIR,"Wisconsin Rapids - Bus Stop, WI",,,
995,WIH,"Wishram, WA",,,
996,WIT,"Wittenberg - Bus Stop, WI",,,
997,WOB,"Woburn, MA",,,
998,WPT,"Wolf Point, MT",,,
999,WDB,"Woodbridge, VA",,,
1000,WBN,"Woodburn - Bus Station, OR",,,
1001,WOR,"Worcester, MA",,,
1002,EPL,"Yosemite - Yosemite View Lodge Bus Stop, CA",,,
1003,FSH,"Yosemite - Tenaya Lodge Bus Stop, CA",,,
1004,YAZ,"Yazoo City, MS",,,
1005,YEM,"Yemassee, SC",,,
1006,YNY,"Yonkers, NY",,,
1007,YOA,"Yosemite - Ahwahnee Hotel Bus Stop, CA",,,
1008,YOC,"Yosemite - Curry Village Bus Stop, CA",,,
1009,YOF,"Yosemite - Crane Flat Bus Stop, CA",,,
1010,YOH,"Yosemite - Wawona Hotel Bus Stop, CA",,,
1011,YOS,"Yosemite - Lodge Bus Stop, CA",,,
1012,YOT,"Yosemite - Tuolumne Meadow Bus Stop, CA",,,
1013,YOV,"Yosemite - Visitor Center Bus Stop, CA",,,
1014,YOW,"Yosemite - White Wolf Bus Stop, CA",,,
1015,YUM,"Yuma, AZ",,,
